@RELATION players

@ATTRIBUTE gp numeric
@ATTRIBUTE age numeric
@ATTRIBUTE min numeric
@ATTRIBUTE fgm numeric
@ATTRIBUTE fga numeric
@ATTRIBUTE ftm numeric
@ATTRIBUTE fta numeric
@ATTRIBUTE reb numeric
@ATTRIBUTE ast numeric
@ATTRIBUTE blk numeric
@ATTRIBUTE tov numeric
@ATTRIBUTE pts numeric
@ATTRIBUTE season {"2010-11","2011-12","2012-13","2013-14","2014-15","2015-16","2016-17","2017-18","2018-19"}
@ATTRIBUTE fppg numeric

@DATA
1.136309480256108,0.9199324485287308,0.1485126473359412,-0.26699314881813885,-0.12460733179931038,-0.3513555957034107,-0.4509739029506816,-0.8611960095423403,0.6109291671659367,-0.7150389914718502,-0.12709624360710287,-0.2338997620836371,"2010-11",4.7
1.136309480256108,0.44524730508790566,1.3986528515977166,2.0748158618379047,2.1560638324838384,1.0504445644741147,1.1339717524771065,-0.4733571549734276,1.2323689436594594,-0.1982881236854712,1.685028619191013,1.8103617757749981,"2014-15",19
0.24938805424762767,0.44524730508790566,1.6230369908241884,0.8322233255714326,0.8402920069358681,1.198002476071749,1.1949312007627908,1.379650705744711,0.49794011689438705,0.5768381779940975,0.9084036779918204,0.9268250094123679,"2011-12",13.6
-1.2825671361306565,0.9199324485287308,-0.23614587705229742,-0.17140910756687192,-0.10267780137351096,0.09131813908949214,0.03670168333479169,-0.6888231852894903,-0.1799941847349104,-0.45666355757866073,-0.2565337338069684,-0.16460276080029348,"2013-14",8
0.8944218186174315,-0.9788081252345697,0.7789252289722207,0.06755099556129578,0.13854703331028378,0.4602129180835778,0.21958002819184408,-0.5164503610366402,-0.4624668104137844,-0.7150389914718502,-0.5154087142066992,0.3551247488247833,"2010-11",8.5
-1.04067947449198,-1.2161506969549822,-0.8772434176993613,-0.9360814375770085,-0.7824932445732957,-0.5726924630998621,-0.6948116960934182,-0.9473824216687652,-0.8014339612284332,-0.97341442536504,-1.033158675006161,-0.874897023954565,"2017-18",1.4
1.0556802597098824,0.44524730508790566,-0.1827210819983754,-0.45816123132067293,-0.7386341837216966,-0.4251345515022278,-0.32905500637931334,1.6813031481871987,-0.8014339612284332,0.835213611887287,-0.5154087142066992,-0.5457362678586831,"2017-18",14.6
0.41064649534007863,-0.02943783835291944,0.7789252289722207,0.5454712018176311,0.3797718679940785,-0.6464714188986792,-0.6948116960934182,-0.4302639489102151,-0.23648870987068524,-0.45666355757866073,-0.5154087142066992,0.4937187513914706,"2017-18",12.2
0.3703318850669659,1.1572750202491433,-0.6101194424297512,-0.6971213344488407,-0.5631979403153006,-0.7202503746974963,-0.8167305926647865,-0.4733571549734276,-0.2929832350064601,-0.7150389914718502,-0.6448462044065648,-0.6150332691420266,"2015-16",3.9
-0.1940726587566125,-0.02943783835291944,-1.080257638904265,-0.8404973963257414,-0.8263523054248948,-0.5726924630998621,-0.7557711443791024,-0.8181028034791277,-0.2929832350064601,-0.7150389914718502,-0.6448462044065648,-0.8056000226712215,"2013-14",0
0.5719049364325296,-0.02943783835291944,0.4476914996379045,-0.12361708694123832,-0.08074827094771132,-0.4989135073010449,-0.2680955580936291,0.000668111721910158,0.10247844094396359,-0.1982881236854712,-0.3859712240068338,-0.2685482627253088,"2011-12",4.8
-1.6050840183155586,-0.9788081252345697,-1.7320401385621131,-1.1272495200795425,-1.264942913940885,-0.8678082862951305,-0.8776900409504708,-0.9042892156055529,-0.9709175366357576,-0.45666355757866073,-1.292033655405892,-1.1520850290879394,"2016-17",2.8
-1.3228817464037692,2.3439878788512063,-0.4605300162787696,-0.8882894169513749,-0.6289865315926991,-0.7202503746974963,-0.8167305926647865,-0.8611960095423403,0.15897296607973846,-0.7150389914718502,0.13177873679262797,-0.8056000226712215,"2013-14",0
-0.31501648957595074,-0.9788081252345697,-0.8879283767101457,-0.7927053757001078,-0.6509160620184987,-0.7202503746974963,-0.8167305926647865,-0.9473824216687652,-0.2929832350064601,-0.7150389914718502,-0.2565337338069684,-0.8056000226712215,"2011-12",3.2
0.28970266452074045,-0.9788081252345697,1.0460492042418308,0.8322233255714326,0.8402920069358681,0.6077708296812118,0.4634178213345809,0.47469337841724774,-0.2929832350064601,1.610339913566856,0.3906537171923588,0.9441492597332037,"2011-12",22.9
1.136309480256108,-0.9788081252345697,0.7468703519398678,0.7366392843201655,1.0376577807680638,0.017539183290674946,0.15862057990616013,-0.4733571549734276,0.045983915808188745,-0.1982881236854712,0.26121622699249325,0.58034000299565,"2014-15",11.1
-0.1940726587566125,0.20790473336749313,-1.1443673929689713,-0.8882894169513749,-1.0017885488312908,-0.4989135073010449,-0.5119333512363657,-0.5164503610366402,-0.8579284863642079,-0.7150389914718502,-0.9037211848062956,-0.892221274275401,"2011-12",0
0.6122195467056424,-0.266780410073332,1.7405715399428168,1.8358557587097366,1.8271208760968463,3.2638132384386287,3.1456335459046834,0.7763458208597355,1.627830619609883,0.5768381779940975,1.037841168191686,2.156846782191716,"2015-16",29.8
-1.0809940847650927,-0.266780410073332,1.0674191222634,1.0711834286996003,1.2130940241744597,1.1242235202729318,1.0730123041914226,0.7332526147965231,2.6447320720538294,-0.1982881236854712,2.2027785799904747,1.1693645139040703,"2015-16",13.4
-1.6453986285886713,-0.5041229817937446,-1.8923145237238796,-1.3184176025820766,-1.3307315052182835,-1.089145153691582,-0.999608937521839,-1.0335688337951903,-1.0839065869073072,-0.97341442536504,-1.1625961652060264,-1.3426517826171342,"2012-13",0
0.6928487672518678,0.44524730508790566,0.4797463766702578,0.11534301618692935,0.11661750288448415,0.7553287412788462,0.7072556144773176,-0.3871707428470025,1.627830619609883,-0.7150389914718502,0.9084036779918204,0.251179246899768,"2016-17",0
1.136309480256108,-0.5041229817937446,0.46906141765947323,0.2587190780638301,0.27012421586508095,-0.20379768410577645,-0.2680955580936291,-0.257891124657365,0.780412742573261,-0.45666355757866073,0.26121622699249325,0.14723374497475272,"2016-17",12
-1.201937915584431,-0.266780410073332,-1.6786153435081914,-1.3184176025820766,-1.2430133835150856,-1.0153661978927648,-1.1215278340932073,-1.2921280701744655,-0.8014339612284332,-0.97341442536504,-1.1625961652060264,-1.2906790316546266,"2016-17",0
1.0959948699829953,-0.7414655535141571,1.8794760070830145,2.1226078824635377,2.3534296063160345,3.780265929030348,3.6942685804758413,0.3454137602276103,1.175874418523685,0.06008731020771847,1.2967161485914172,2.468683287966762,"2013-14",21
0.8137925980712061,1.1572750202491433,1.1742687123712439,0.9278073668226994,0.75257388523267,-0.13001872830695926,-0.1461766615222608,1.6813031481871987,1.5713360944741086,1.8687153474600455,0.7789661877919551,0.7709067565248449,"2017-18",22.9
0.5719049364325296,-0.02943783835291944,1.3238581385222254,1.7402717174584694,1.8929094673742441,3.2638132384386287,3.0237146493333156,0.5608797905436729,2.475248496646505,0.318462744100908,2.849966030989802,2.1914952828333885,"2016-17",24.2
0.5719049364325296,2.1066453071307936,0.7255004339182988,0.2587190780638301,0.2920537462908804,0.4602129180835778,0.4024583730488967,-0.08551830040451497,2.7012265971896046,-0.7150389914718502,1.9439035995907443,0.21653074625809604,"2011-12",17.1
-1.1616233053113183,-0.5041229817937446,-0.33231050814935686,-0.362577190069406,-0.32197310563150605,-0.27757663990459347,-0.3900144546649974,-0.08551830040451497,-0.4624668104137844,-0.1982881236854712,-0.9037211848062956,-0.3205210136878166,"2017-18",11.9
0.9750510391636571,-0.02943783835291944,1.1315288763281062,1.0233914080739666,1.015728250342264,0.681549785480029,0.5243772696202649,1.2934642936182859,-0.12349965959913568,0.5768381779940975,0.6495286975920896,0.9614735100540396,"2016-17",16.9
