@RELATION players

@ATTRIBUTE gp numeric
@ATTRIBUTE age numeric
@ATTRIBUTE min numeric
@ATTRIBUTE fgm numeric
@ATTRIBUTE fga numeric
@ATTRIBUTE ftm numeric
@ATTRIBUTE fta numeric
@ATTRIBUTE reb numeric
@ATTRIBUTE ast numeric
@ATTRIBUTE stl numeric
@ATTRIBUTE blk numeric
@ATTRIBUTE tov numeric
@ATTRIBUTE pts numeric
@ATTRIBUTE season numeric
@ATTRIBUTE fppg numeric

@DATA
9,24,12.7,1.8,4.2,0.6,0.8,2.4,1,0.2,0.4,0.3,4.4,NaN,0
74,31,14.4,2.4,4.4,0.5,0.7,3.5,0.5,0.3,0.7,0.8,5.7,NaN,4.2
74,39,18.4,1.4,3.3,0.3,0.4,1.4,1.3,0.6,0.3,0.5,4.1,NaN,5
78,20,17.2,2.5,5.4,1.1,1.6,2.8,0.8,0.4,0.2,0.9,6.6,NaN,16.9
69,30,22.2,3.2,8.1,2.1,2.4,3.1,1.2,0.5,0.2,1.1,9.2,NaN,12.7
82,29,32.4,4.9,11.1,4.4,5.1,4,7.8,1.2,0.4,2.6,15.3,NaN,21.7
51,27,8.5,1.1,2,0.7,0.9,2.4,0.1,0.3,0.6,0.3,2.9,NaN,1.9
80,23,19.1,1.9,4.1,1.1,1.8,2.6,0.6,0.4,1,0.6,5.5,NaN,11.5
62,25,18.4,3.6,7.9,1.8,2.1,4.3,1.2,0.4,0.4,0.6,9.7,NaN,15.6
36,28,24.5,4.9,11.1,3.2,3.9,3.8,5.1,1.2,0.4,2.4,14.5,NaN,18
63,24,16.3,2,4.8,1,1.2,1.8,1.9,0.7,0.1,0.7,5.9,NaN,12.8
3,28,23.8,3.7,10.7,3,3.3,4,4.3,0,0,3,11,NaN,9.1
76,27,37,7.5,16.5,7.7,8.9,6.2,5.5,1.9,0.4,2.1,23.9,NaN,27.3
46,32,22.1,2.2,4.4,0.7,1.7,8.8,2.2,0.7,0.8,1.3,5,NaN,4.4
36,29,20.5,2.9,7.1,1.8,2.1,2.1,1.3,0.9,0.1,1,9.1,NaN,6.5
52,25,21.9,3,7,0.7,0.9,2.8,1,0.6,0.2,1.1,8.2,NaN,13.4
82,29,24.1,2.5,5.5,0.6,0.8,3.2,2.7,1.2,0.1,1.3,7.1,NaN,18.8
78,36,23.6,3.5,8,0.8,1,3.1,1.8,0.5,0.2,0.9,9.2,NaN,8.8
33,25,4.1,0.8,2.2,0.3,0.5,0.5,0.5,0.1,0,0.2,2.1,NaN,4.5
19,34,6.4,0.5,0.8,0.3,0.4,1.6,0.2,0.1,0.3,0.2,1.3,NaN,0
12,23,4.4,0.8,1.3,0.3,0.5,1.4,0.2,0.1,0.2,0.2,1.8,NaN,2.8
31,23,25.4,6.5,13.8,6.2,7.9,7.8,2.1,0.9,2.5,3.8,20.2,NaN,32.8
70,25,14,2.1,4.8,0.7,1,3.6,1,0.4,0.1,0.8,5.4,NaN,6.8
58,26,19.4,2.7,5.3,1.3,1.8,5.1,1,0.5,1.3,0.9,6.8,NaN,16.4
4,26,3.2,0.5,1.3,0.5,0.5,0.3,0.3,0,0,0,1.8,NaN,0
5,34,2.1,0.2,0.8,0,0,0,0.2,0.4,0,0,0.4,NaN,0
78,26,36.4,8.3,18.4,5.4,6.8,4.2,10.7,2,0.6,4.1,23.1,NaN,28
11,24,7.3,1.4,2.7,0.5,0.5,1.7,0.5,0,0.1,0.5,3.5,NaN,5.6
75,28,25.9,4.1,8.6,1.3,1.5,5.4,1.5,0.4,0.3,0.9,10.2,NaN,8.5
78,30,15.8,1.5,3.4,0.3,0.5,3.5,0.9,0.3,0.2,0.5,3.8,NaN,7.9
80,25,25.8,4.9,8.8,2.2,2.7,9.5,0.7,0.5,0.8,1.3,12,NaN,20.7
17,29,13.6,2.1,5.6,1.2,1.7,1.3,1.5,0.5,0,1.2,6.2,NaN,8.8
78,27,17.9,2.3,5.4,1.3,1.7,2.1,1.6,0.6,0.3,1,6.2,NaN,16.4
82,25,29.2,5.8,13.1,1.6,2,3,2.6,1.1,0.1,2,14.7,NaN,14.7
19,28,23.3,5.5,11.5,1.1,1.4,1.8,3,0.6,0.1,1.3,14.1,NaN,8.4
2,30,17.7,2,6,0,0,1.5,4.5,1,0,1.5,6,NaN,0
7,29,6.7,0.7,1.9,0.3,0.3,2,0,0.1,0,0.6,1.7,NaN,0
37,26,10.4,1.6,4.1,0.7,0.9,1.1,0.5,0.2,0.2,0.4,4.4,NaN,0
25,22,5.6,0.6,1.4,0.3,0.6,1.4,0.3,0.1,0.2,0.4,1.5,NaN,7.3
41,35,13.1,1.3,3.3,0.3,0.3,1.8,2.1,0.3,0,1,3.4,NaN,7.5
2,25,15.4,3,5.5,0,0.5,4.5,1.5,0,1.5,0,7,NaN,4.2
22,30,17.3,2,5.4,0.3,0.4,3.4,2.3,0.5,0.2,1,4.9,NaN,-0.5
53,23,30.5,3.8,9.7,1.1,1.5,3.2,2.6,1.1,0.7,1.2,10.2,NaN,17.1
67,27,32.7,6,13.3,1.8,2.5,3.9,7.3,1.5,0.7,2.9,15.4,NaN,26
62,21,13.6,1.6,3.6,0.9,1.2,3,0.5,0.5,0.2,0.5,4.9,NaN,4.7
74,22,28.8,5.1,10.4,2.8,3.8,8.6,3.6,0.7,0.5,2.3,13.2,NaN,24
75,23,16.4,2.5,5.9,1.4,1.7,3.3,0.9,0.5,0.3,0.9,7.1,NaN,7
64,27,18.4,2.7,5.9,0.6,0.8,4.1,0.9,0.5,0.7,0.7,6.9,NaN,0
3,27,10.4,1.7,4,0,0,1.7,0.7,0,0,1.3,4,NaN,0
82,28,20,2.8,6.6,0.8,1,2.7,1.2,0.8,0.4,0.8,7.7,NaN,13.9
18,21,34.7,4.4,12.5,1.6,2.6,5.2,3.7,1.4,0.3,1.8,10.9,NaN,13.1
65,22,21.4,4.2,8.2,1.8,3.2,7.2,1.9,0.8,1.1,2.2,10.2,NaN,22.4
49,24,10.3,1.6,3.4,0.7,0.8,1.7,0.3,0.4,0.4,0.6,4.2,NaN,0
82,21,37,9.8,18,4.3,5.2,12.3,2.7,0.7,1.3,2.6,25.1,NaN,33
74,26,33.4,8.6,17.7,6.3,7.2,5.8,3.5,1.8,0.7,2.1,25.5,NaN,20.7
42,22,9.2,1.5,3.8,0.8,1.2,1,1.4,0.4,0.2,0.7,4,NaN,4.1
75,26,20.5,3.5,6.8,1.2,1.6,4.8,2,0.6,0.4,1.3,9,NaN,18.3
79,21,20.3,2.4,5.6,0.9,1.3,3.3,0.6,0.7,0.2,0.6,6.3,NaN,13.6
79,27,34.7,8.1,18.3,3.8,4.5,3.9,5.5,1.1,0.3,2.1,23.2,NaN,24.1
61,27,21.2,3.7,6.8,2.1,3.1,7.6,0.9,0.7,0.7,1,9.6,NaN,10
73,27,26.9,4,9.9,1.6,2.3,3.2,2.4,1.2,0.7,1.7,11,NaN,18.2
76,24,33.3,4.9,12.2,2,2.4,3.3,2.5,1.2,0.2,1.1,13.8,NaN,17
62,28,33.4,8.9,16.5,5.4,6.2,8.3,4.8,1.1,1.6,2.2,25.1,NaN,34.7
60,28,31.4,6.2,14.5,4.3,4.9,11.1,1.9,0.9,0.4,2,19,NaN,24
49,27,11.4,2.2,4,0.3,0.4,2.9,0.5,0.1,0.4,0.6,4.7,NaN,0
53,21,8.4,1.1,2,0.4,0.6,2.3,0.5,0.3,0.3,0.3,2.5,NaN,8
29,25,30.7,5.2,11.5,2.8,3.2,4.2,3.4,1.4,0.2,2.2,14.7,NaN,24.6
78,27,34,8.3,17.6,2.4,2.8,3.7,2.1,0.8,0.5,1.6,22.3,NaN,20.8
71,28,20,3,5.5,0.5,0.9,5.7,0.7,0.5,0.7,0.9,6.6,NaN,13.5
78,23,17.1,1.5,4,0.5,0.8,2.1,2.4,1,0.5,1.1,3.8,NaN,21.2
56,32,12.3,1.6,3.8,1.1,1.5,3.7,0.5,0.3,0.4,0.5,4.6,NaN,0
66,21,32.8,6.7,14.9,3,3.8,7.2,1.5,0.7,2,1.8,18.1,NaN,23.9
72,23,14.2,1.3,2.9,0.6,0.8,2.9,1.3,0.7,0.4,0.5,3.4,NaN,16.3
67,36,26.2,3.6,7.7,0.6,0.6,2.8,1.6,0.5,0.3,1,10.1,NaN,10.5
60,31,37.4,7.1,15.3,5,6.1,4.8,7,1.5,0.3,2.9,22.4,NaN,24.9
79,27,15.6,2.7,5.2,0.8,1.1,5.6,1.5,0.5,1.3,1,6.3,NaN,15.9
32,29,12,1.1,2.6,0.4,0.5,1.5,0.3,0.2,0.2,0.3,2.8,NaN,1.6
14,24,3.1,0.3,1,0.1,0.1,0.7,0.1,0.2,0.1,0.4,0.9,NaN,0
72,25,35.1,9.3,19.7,4.1,4.6,3.2,5.8,1.2,0.3,2.5,25.2,NaN,27.3
72,31,32.4,6.9,14.6,3.1,3.8,7.3,1.9,0.6,1.2,1.4,17.3,NaN,27.2
5,25,8.1,0.6,3,0.4,0.6,1.4,1.2,0.2,0,0.8,1.8,NaN,0
18,26,20.1,3,6.7,0.4,0.7,2.9,3.3,0.3,0.2,1.4,6.8,NaN,14.2
46,29,21,2.1,5.3,0.9,1.1,3.1,0.8,0.5,0.1,0.5,6,NaN,5.9
74,25,20.2,2.8,7.4,0.7,0.9,2.1,1.3,0.6,0.1,0.6,7.9,NaN,6
63,24,22.9,3,5.7,0.9,1.3,5.9,1.5,1.3,0.6,0.9,7.1,NaN,16.1
5,28,2.5,0.2,0.8,0.4,0.4,0.8,0,0.2,0.2,0.4,0.8,NaN,0
61,28,14.3,1.3,2.8,0.4,0.5,3.6,0.9,0.3,0.4,0.5,2.9,NaN,0
74,32,37.8,9.9,18.2,4.8,7.2,8.6,8.7,1.2,0.6,4.1,26.4,NaN,41.2
67,34,14.4,2.6,5.9,0.6,0.7,1.6,1.2,0.5,0.1,0.7,6.3,NaN,0
81,30,24.6,5.3,12.3,5,5.6,2.5,3,1,0.2,2,17.5,NaN,24.3
80,30,22.3,2.4,4.7,0.7,1.1,2.1,0.5,1,0.4,0.6,6.1,NaN,10.8
57,24,19.1,1.8,2.7,0.8,1.2,4.3,0.7,0.9,1.6,0.8,4.4,NaN,5.6
36,37,12.8,2,4.2,0.7,1,3.9,1,0.4,0.1,0.9,5.1,NaN,0
68,28,15.7,1.7,4.1,0.2,0.2,2.1,0.5,0.3,0.2,0.4,4.8,NaN,5.8
56,32,26.5,2.9,7.6,0.8,1.1,5.3,1.3,0.9,0.4,0.8,7.6,NaN,4
22,21,9,1.3,3.1,0.7,0.9,1,0.5,0.2,0,0.4,3.6,NaN,3.5
75,24,26.4,3.9,8.5,1.5,1.7,2.8,4.2,1.1,0.2,1.5,10.2,NaN,16.3
73,28,17.1,2,5.3,1,1.3,1.7,2.6,0.5,0,1.3,5.4,NaN,9.5
22,20,7.5,1.5,3.3,0.4,0.5,0.8,0.5,0.3,0,0.4,3.8,NaN,3.7
4,27,6.2,0.8,3.8,0.5,1,2.3,0.5,0,0,0.5,2,NaN,0
69,39,18.7,2.5,6.4,1.2,1.6,2.3,2.7,1.2,0.2,1.4,7.5,NaN,11.7
74,32,34.2,7.2,15.7,3.8,4.5,6.3,4.6,0.9,1.3,2.2,19.5,NaN,25.3
23,34,10.3,1.1,3,0.4,0.7,1,2.3,0.4,0.1,0.8,2.7,NaN,0
82,33,31.2,4.8,8.2,1.3,1.9,10.4,1.5,0.5,0.7,1.5,10.8,NaN,16.4
74,31,24,3.6,8.3,2,2.3,2.4,2,0.6,0.1,0.9,10.5,NaN,12.5
5,23,9.5,0.4,1.4,1.8,2,1.8,0.6,0.2,0,0.4,2.8,NaN,1.3
79,27,32.5,5.3,12.7,1.8,2.3,4.6,2,0.7,0.3,1.1,14,NaN,15.3
79,23,30.4,3.4,9.5,2.6,3.2,3.9,4.6,1.6,0.4,2,10.6,NaN,15.9
33,30,17.4,2.5,6.4,0.7,0.8,2.3,1.2,0.6,0.1,0.8,6.6,NaN,0
65,22,14.8,1.8,5.1,0.6,0.8,2.2,1,0.5,0.2,0.9,4.9,NaN,12.6
76,27,31.2,5.3,11.7,2.4,2.8,6.5,1.7,1.1,0.6,1.7,14,NaN,16.9
82,19,21.3,3.5,7.7,1.4,2.2,4.2,0.7,0.8,0.9,1.3,9.2,NaN,12.8
82,29,15.7,3,6.7,1.5,1.7,4.5,0.8,0.3,0.5,0.8,8.7,NaN,8.1
21,24,8.1,0.8,1.4,0.4,0.9,2.4,0.5,0.2,0.2,0.6,1.9,NaN,3.9
76,31,30.2,3.9,9.3,1.7,2,6.6,1.4,0.8,0.7,0.8,11.2,NaN,13.4
81,27,26.5,4.1,7.7,2.1,3.7,7.5,3.5,0.9,1.1,1.7,10.4,NaN,14.2
74,37,24,2.5,6.4,0.9,1.2,5.2,2.6,0.6,0.4,1.4,7.1,NaN,0
76,26,26.1,2.7,7,1.1,1.3,1.9,4.7,0.7,0,1.8,7.6,NaN,8.9
77,24,28.9,4.1,8.1,1,1.6,4.4,1.1,1.1,0.9,1.1,10,NaN,9.6
32,25,10.4,1.2,2.7,0.6,0.8,2,0.3,0.5,0.3,0.4,3.1,NaN,0
25,37,6.4,0.8,2.7,0.4,0.6,0.8,0.4,0.4,0.1,0.3,2.3,NaN,0
74,25,16.5,2,5.1,0.5,0.5,3.2,1,0.2,0.4,0.5,5.4,NaN,5.5
56,28,16.7,3.9,7.3,1.4,1.9,3.4,0.9,0.5,0.5,1.2,9.4,NaN,17.6
45,25,18.8,2.5,6.8,1.3,1.7,3.4,2.5,0.8,0.5,1.5,6.6,NaN,8.5
9,25,3.5,0.1,1.1,0.2,0.2,0.3,0.2,0,0,0,0.4,NaN,0
81,23,29,3.6,7.6,1.9,2.4,7,1.4,1,1,0.7,9.2,NaN,11.6
69,29,33.2,6.7,14.6,4.6,5.3,3.5,6.3,1.3,0.3,2.3,20.5,NaN,16.4
53,36,15.9,1.8,4.2,0.7,0.8,2.2,0.9,0.3,0.1,0.5,5.2,NaN,0
20,37,7.5,0.5,1.2,0.1,0.1,1.9,1.1,0.1,0,0.7,1.4,NaN,0
70,25,17.7,2.4,4.8,0.7,0.9,3.4,1.4,0.4,0.6,0.8,6.2,NaN,11.5
18,28,10.8,0.9,3.3,0.4,0.4,2.1,0.9,0.2,0.2,0.4,2.5,NaN,11
2,22,12.6,0.5,2,0,0,1.5,0.5,0,0,0.5,1,NaN,0
45,28,10.8,1,2,0.6,0.9,2.1,0.5,0.4,0.3,0.7,2.5,NaN,9.3
68,27,14.9,2.3,5.4,0.8,1,1.9,1,0.4,0.2,0.8,6.3,NaN,-2
70,31,16.2,2.2,6,0.5,0.6,2.3,0.7,0.2,0.2,0.5,6.4,NaN,8.4
74,31,27,3.3,7.5,1.3,1.7,2.8,3.2,1.1,0.4,1.8,8.5,NaN,0
58,23,18.3,3.9,5.9,1.3,2.1,3.8,1.1,0.3,0.7,0.8,9.1,NaN,14.3
81,21,31.4,5.5,10.7,3,3.7,7.3,1.3,0.9,2.1,1.3,14.5,NaN,18.5
65,29,18.3,2.3,5.5,0.7,0.9,3.8,1.2,0.6,0.3,0.9,6.2,NaN,10.8
67,34,17.9,3.7,5.9,1.7,2.9,4.2,1,0.8,0.6,1.1,9.1,NaN,9.6
51,23,20.5,3.6,6.1,1.5,2.2,5.8,1,1.3,1,1,8.7,NaN,11.4
20,36,6.4,0.7,1.2,0.3,0.4,1.6,0.6,0.1,0.1,0.2,1.7,NaN,3.2
60,32,25.9,4.5,10.6,1.3,1.5,2.3,1,0.6,0.2,0.6,13.2,NaN,6.6
77,28,34,5.1,12.7,3.2,3.7,6.2,5.9,1.1,0.4,2.5,15.1,NaN,18.9
54,24,9.7,1,2.6,0.3,0.4,1.8,0.9,0.3,0.1,0.5,2.8,NaN,0.3
18,27,9.7,1.1,2.6,0.5,0.5,0.6,1.6,0.2,0.1,1.1,3.3,NaN,0
80,23,27.3,3.1,7.9,1.5,1.9,2.8,2.4,0.6,0.4,1.6,9.5,NaN,5.4
73,22,27.9,6.8,11.7,2.6,3.1,9.8,4.9,0.8,0.8,2.3,16.7,NaN,32.7
70,26,24,3.7,8.9,1.4,1.8,5.5,1.1,0.8,0.8,1.1,10.6,NaN,19.7
75,26,28.8,6.4,13.7,1.4,2.1,10.4,2.8,1,1,1.6,14.6,NaN,24.9
74,21,17.1,1.8,3.6,0.8,1.3,5.2,0.4,0.4,0.4,0.9,4.4,NaN,9.7
76,24,18,3,6.7,1.7,2.1,2.2,1.1,0.7,0.2,0.9,8.4,NaN,6.9
13,28,9.6,1.2,4,0.6,0.8,0.8,1.1,0.6,0,0.5,3.3,NaN,0
35,24,13.5,0.9,2.5,0.6,0.6,2.3,0.6,0.3,0.3,0.5,2.8,NaN,4.3
31,30,15.6,1,2.1,0.7,1.3,5.3,0.5,0.2,0.3,0.5,2.7,NaN,3.6
36,29,17.8,2.1,4.6,0.5,0.8,3.1,1,0.6,0.1,0.8,5.2,NaN,9.8
80,24,32.6,5.2,10,1.2,1.5,6.4,1.5,1.5,0.5,0.6,13.4,NaN,20.2
81,32,27.6,2.5,6,0.9,1.1,5.8,1.2,1.4,0.2,0.8,6.7,NaN,11.3
55,23,15.6,1.9,3.7,0.4,0.6,3.4,0.3,0.5,0.8,0.6,4.2,NaN,12.4
39,24,8.1,0.9,1.8,0.2,0.2,1.3,0.7,0.2,0.1,0.4,2.5,NaN,6.7
5,24,8.6,0,1.4,0,0,1.4,0,0,0,0.6,0,NaN,0
67,28,30.7,3.4,8.1,1.1,1.4,5.9,4.2,1.5,0.4,1.5,9.5,NaN,16.9
71,21,15.1,1.5,3.5,0.4,0.5,1.4,1.1,0.5,0.2,0.5,4,NaN,6.1
65,28,24.6,2.4,5.9,0.7,0.9,4.5,1.2,0.6,0.4,0.6,6.8,NaN,6.2
80,28,21.9,3.4,7.8,0.8,1,1.8,3.5,0.8,0,1.3,9.5,NaN,11.7
64,36,25.4,4.7,9.4,2,2.9,7.8,2.3,0.4,1.1,1.3,12.4,NaN,18.9
75,27,35.9,8.3,18,4.5,5,6.6,3.3,1.6,0.4,2.9,23.7,NaN,25.6
69,32,34,6.2,14.1,4.5,5.9,7.7,3.7,1.3,0.9,2.3,18.1,NaN,20.5
25,39,11.1,1.1,2.8,0.4,0.5,1.9,0.4,0.2,0.2,0.6,3.2,NaN,0
44,23,19.2,2,5,0.7,0.9,2.8,0.8,0.3,0.4,0.9,5.5,NaN,5.8
9,25,9.4,1.4,4.3,0.7,0.8,1,2.1,0.2,0,0.3,3.9,NaN,0
38,26,14.7,1.8,4.5,1.2,1.6,3,0.5,0.4,0.4,0.6,5.8,NaN,8.6
14,24,13.4,2.4,4.7,0.1,0.4,0.5,1.9,0.3,0,0.9,5.6,NaN,12
3,23,3.1,0,0.3,0,0,0.3,0,0,0,0,0,NaN,3.8
69,31,26.7,3.3,8.1,0.4,0.7,5.1,6.7,1.4,0.2,2.4,7.8,NaN,19.7
29,25,7.6,0.7,1.5,0.7,1,1.9,0.1,0.1,0.2,0.3,2,NaN,0
50,31,16.2,2,5.3,1.8,2.4,1.5,2.6,0.5,0.1,0.9,6.2,NaN,7.5
69,33,18.6,1.7,4.7,0.8,0.9,2.2,2,0.5,0.1,1.2,5.2,NaN,0
41,20,11.2,1.4,3.8,0,0.1,1.2,0.6,0.5,0.2,0.3,3.5,NaN,2.8
40,25,8.6,1,2.3,0.2,0.2,0.8,0.9,0.5,0.1,0.4,2.5,NaN,6.6
80,33,21.2,2.8,6.4,0.6,0.8,2.7,2.4,0.8,0.3,1,6.7,NaN,8.9
31,26,15.1,1.7,4.1,0.2,0.2,2.1,0.9,0.6,0.1,0.3,4.5,NaN,12.3
52,27,27.4,5.5,13,2.3,2.6,2.2,5.2,0.7,0.1,2.2,14.5,NaN,17.7
6,30,13.2,1.3,3.8,1,1.2,1,0.7,0.5,0,0,4.5,NaN,0
79,37,20.4,1.9,4.3,1,1.4,2.6,1,0.3,0.1,0.7,5.7,NaN,2.6
57,23,20.9,4,7.2,1.3,1.8,5.5,1,0.7,1,1,9.8,NaN,11.1
75,26,32.9,3.5,8.7,3.4,3.8,4.1,9.1,1.7,0.1,2.6,11.1,NaN,20.7
67,26,31.6,4.4,10.9,2.1,2.6,6.5,1.5,1.9,1,2,12.9,NaN,17.8
81,29,28,4.7,9.6,0.9,1.3,6.4,1,0.2,1.4,1.1,10.4,NaN,15.9
59,24,27,4.6,11.3,1.5,1.9,3.4,1.6,0.6,0.2,1.1,12.7,NaN,13.7
78,25,25.2,2.4,5.9,0.6,0.9,3.3,1.6,0.6,0.2,0.7,6.4,NaN,6.4
39,31,17.9,2.3,6.3,2.1,2.7,2.2,2.2,0.4,0,1.4,7.2,NaN,0
52,24,16.5,1.6,4.2,0.5,0.8,1.9,2.1,0.7,0.2,1.1,4.1,NaN,5.3
78,22,22.6,3,6.9,2.4,3.2,5.8,2,1.1,0.6,1.5,8.7,NaN,20
14,34,9.6,0.3,1.7,0.2,0.3,0.8,1.3,0.8,0.1,0.2,1,NaN,0
48,30,14.2,1.7,3.1,1.3,1.6,3.2,0.4,0.2,1,0.7,4.6,NaN,0
30,30,33.8,6.7,14.7,3.9,4.6,6.3,2.8,1.5,0.9,2.5,18.7,NaN,15.2
81,25,33.9,5.1,7.7,3.8,5.9,12.8,1.2,0.6,2.6,1.8,14,NaN,26
81,28,34.6,10.2,24,8.8,10.4,10.7,10.4,1.6,0.4,5.4,31.6,NaN,39
72,29,29.4,4.5,10.7,1.8,2.1,4.6,0.9,0.4,0.2,0.8,13.6,NaN,12.1
16,26,6.9,0.5,1.8,0.3,0.4,1.1,0.5,0.3,0.3,0.3,1.6,NaN,0
73,31,12.4,1.2,1.9,0.5,0.8,4.2,0.2,0.4,0.8,0.5,2.9,NaN,9
77,23,18.4,2.6,5.6,0.5,0.9,3.7,1,0.5,0.3,0.5,6.5,NaN,5.9
42,33,9.7,1,3.2,0.4,0.6,1.4,1.2,0.3,0,0.4,3,NaN,0
70,27,25.1,4.4,10.5,2.9,3.5,4,2.2,0.6,0.1,1.9,13.1,NaN,6.3
64,24,15.2,1.2,3.5,0.3,0.5,1.4,2,0.4,0.1,0.7,2.9,NaN,0
79,27,30.7,6,12.4,1.4,1.6,6.8,0.9,0.5,1.6,1.3,14.8,NaN,16.9
68,31,22.3,3.1,7.9,0.3,0.4,2.3,5.1,0.7,0.1,1.9,7.8,NaN,0
70,26,29,4.8,10,1.2,1.4,2.6,2.7,1.1,0.1,1.3,12.8,NaN,0
78,24,19.4,3.7,7.7,1.9,2.4,2.8,0.4,0.3,0.1,0.7,9.9,NaN,4.8
53,25,9.7,1.4,3.5,0.7,0.9,1.2,1.3,0.6,0,0.8,4.1,NaN,11.1
76,31,17.7,2.3,4.2,0.6,0.8,2,1.8,0.5,0.3,0.8,5.1,NaN,8.4
18,24,13,3.4,6.1,1.1,1.9,4.7,0.7,0.5,0.5,0.7,8.2,NaN,0
30,24,9.6,1,2.5,0.8,0.9,1.1,0.5,0.3,0.1,0.2,3,NaN,0
55,27,21.9,3.1,6.9,1,1.4,2.3,2.8,0.8,0.1,1.6,7.8,NaN,11.6
33,21,18.5,3.5,6.6,1.6,2.2,4.9,0.8,0.5,0.4,1.1,8.8,NaN,12.6
80,26,29.7,2.3,6,1.3,1.6,3.8,1.8,0.9,0.4,1,7,NaN,5.9
59,24,22.6,2.3,5.1,2.1,2.7,2.8,3.1,0.7,0.4,1.1,7.3,NaN,18.1
54,29,14.8,2.5,5.1,0.8,1,3.5,1.5,0.3,0.6,0.9,6.2,NaN,0
77,21,17.8,1.7,4.7,0.5,0.7,2.5,1.4,0.7,0.3,0.9,4.4,NaN,11.1
79,29,33.4,8.5,18.3,4.1,4.6,4.5,6.6,1.8,0.2,3,25.3,NaN,33.3
19,20,5.7,0.5,1.6,0.2,0.3,1.8,0.2,0.1,0.3,0.2,1.2,NaN,0
8,34,2.7,0.3,0.9,0,0,0.4,0,0,0,0,0.6,NaN,0
80,23,29.9,4.7,8.2,2,3.2,7.7,1.1,1.1,1,1.8,11.3,NaN,22.9
81,25,26.3,2.9,6.3,0.9,1.1,3.1,6.6,1.7,0.1,2,6.9,NaN,13.2
66,23,31,6.1,12.3,1.8,2.3,5.1,1.1,1.2,0.6,0.9,14.4,NaN,19.8
78,32,25.5,4.7,9.1,1.4,2,6.2,0.9,0.5,0.8,1.3,10.8,NaN,18.7
67,25,16.3,2.2,4.4,1.2,1.6,5.1,0.6,0.4,0.7,0.9,5.7,NaN,7
59,23,16.6,1.9,4.8,1.3,1.6,2.7,0.9,0.7,0.5,1,5.7,NaN,18.2
54,25,23.5,4.3,9.1,1.9,3.1,5.7,1.1,0.7,1,0.9,10.8,NaN,0
78,26,25.1,4.2,9.6,0.8,1,2.6,1.1,1.1,0.4,0.9,11,NaN,11
74,23,17.1,2,5.6,0.7,0.9,3.1,1.8,0.6,0.1,0.6,5.5,NaN,14.6
62,33,25.7,2.8,6.4,0.9,1.2,4.4,1.7,1.5,0.5,0.9,7.2,NaN,12.3
74,29,30.2,4.9,9.3,0.6,1.2,6.1,1.6,1.5,0.4,1.3,11,NaN,17.5
48,26,11.7,2.2,4.1,0.6,1.4,4.6,0.6,0.5,0.2,1,5,NaN,0
57,20,9.9,1.5,3.2,0.6,0.9,2,0.4,0.2,0.5,0.3,4,NaN,7.4
8,32,9.5,1.8,3.9,1.1,1.4,2.8,0.5,0.1,0.1,0.8,4.9,NaN,0
65,26,23.5,2.5,6.2,1.5,2,2.7,5.2,0.9,0.1,1.6,7.1,NaN,8.2
79,25,27.3,5.3,11.5,2.1,2.7,2.8,2.3,0.7,0.2,1.3,14.5,NaN,17.7
16,22,5,0.8,1.8,0,0.2,0.9,0.7,0.1,0.2,0.7,1.9,NaN,2.7
54,30,20.4,3.1,6.1,1.2,1.4,4.9,0.8,0.3,0.6,1.3,7.4,NaN,7.8
69,22,17.2,2.1,5.2,1.5,1.8,2.2,1.1,0.5,0.1,1.1,6.4,NaN,5.8
82,24,31.3,6.2,13,2.3,2.8,5.1,1.7,0.7,0.5,1.2,16.1,NaN,20.4
57,25,12.6,1.1,2.6,0.4,0.6,1.5,1.6,0.5,0.1,0.7,2.7,NaN,13.5
24,31,16.4,1.8,4.9,1,1.2,2.5,2.3,0.8,0.2,0.9,4.9,NaN,0
71,35,27,3.9,8.4,1.1,1.8,5.5,1.4,1.6,0.4,1.4,9.1,NaN,6.1
63,35,25.2,4.2,9,1.3,1.9,1.8,4.5,0.5,0,1.4,10.1,NaN,10.5
80,25,29.2,3.1,6.8,0.6,0.7,3.1,1.2,0.7,0.2,0.7,8.5,NaN,8.2
27,23,7,0.7,1.5,0.4,0.6,0.8,0.2,0.2,0,0.1,2.1,NaN,5.9
80,32,34.7,4.1,10,1.2,1.6,5.7,2.2,1.8,0.3,0.9,11.7,NaN,14.1
71,29,24.7,4.3,8.3,1,1.5,8,1.9,1.1,0.4,1.8,10,NaN,10.9
57,24,12.3,2,4.5,0.4,0.5,0.8,1.8,0.2,0.1,0.8,5,NaN,15.6
71,21,16.3,2.2,6.2,0.8,1.1,3.3,1,0.4,0.3,0.9,6.2,NaN,13.2
78,26,30,3.4,5.6,1.4,2.7,9.2,1,0.5,1.1,0.8,8.1,NaN,11.7
67,25,17.7,2.8,7.4,0.6,0.8,1.5,0.7,0.3,0.1,0.7,8.2,NaN,7.8
30,22,18.6,2.4,5.6,0.7,1.1,2.3,0.8,0.9,0.3,1.1,6.2,NaN,8.9
69,29,25.1,3.4,7.6,2.5,3.1,2.6,4.8,1.1,0.1,1.9,9.9,NaN,0
53,22,11.1,1.7,3.9,0.4,0.5,0.8,1.6,0.5,0,0.8,4.3,NaN,6.8
73,25,29.8,4.9,11.3,2.7,3.5,4,3.2,1.2,0.6,1.2,13.7,NaN,14
