@RELATION players

@ATTRIBUTE gp numeric
@ATTRIBUTE age numeric
@ATTRIBUTE min numeric
@ATTRIBUTE fgm numeric
@ATTRIBUTE fga numeric
@ATTRIBUTE ftm numeric
@ATTRIBUTE fta numeric
@ATTRIBUTE reb numeric
@ATTRIBUTE ast numeric
@ATTRIBUTE stl numeric
@ATTRIBUTE blk numeric
@ATTRIBUTE tov numeric
@ATTRIBUTE pts numeric
@ATTRIBUTE season numeric
@ATTRIBUTE fppg numeric

@DATA
27,36,10.9,0.7,1.9,0.1,0.1,2.5,0.6,0.1,0.2,0.1,1.6,NaN,0
60,30,32.1,7.1,14.8,3.8,4.7,2.9,7.7,1,0.1,2.6,18.3,NaN,26.4
52,33,16.1,1.9,4.4,1.1,1.6,3,2.1,0.3,0.3,1,5.3,NaN,0
10,22,4.5,0.5,1.4,0.4,0.9,0.9,0.5,0.2,0.2,0.2,1.4,NaN,0
39,27,12.8,1.5,4.5,0.8,1.2,1.6,0.4,0.5,0.5,0.5,4.3,NaN,5.3
41,27,32.9,4.1,9.8,1.9,2.5,5.2,3.3,1.7,0.6,1.9,10.8,NaN,14.4
50,24,25.2,3.6,6.8,1.1,1.9,6.5,0.8,1,0.9,1.2,8.4,NaN,9.8
11,27,5.6,0.7,1.3,0.5,0.5,1.1,0.4,0.1,0,0.5,1.9,NaN,0
24,22,5,1,2.5,0.2,0.3,1,0.1,0.1,0.1,0.3,2.4,NaN,0
60,21,23.7,3.2,7.4,1.8,3.2,6.5,0.5,0.5,1,1.4,8.2,NaN,19.1
59,32,16.2,1.3,2.9,0.1,0.2,3.2,0.9,0.3,0.3,0.4,3.2,NaN,7.4
61,24,34.8,6.1,12.6,2.9,3.5,3.7,6.6,1.3,0.1,2.4,16.4,NaN,22.1
66,26,21.8,2.9,7.3,3.4,4.2,4.4,0.5,0.8,0.1,1,9.3,NaN,9.7
15,21,5.9,0.5,1.6,0.2,0.3,0.9,0.5,0.3,0.2,0.1,1.3,NaN,2
63,22,34.3,6.5,14.3,3.2,4.1,4.6,4.5,1.3,0.5,2.7,16.5,NaN,19.8
54,25,18.8,2.2,6.1,1.2,1.5,3.7,0.6,0.7,1.1,1,5.6,NaN,6
62,29,33.2,3.9,5.7,3.5,5.1,9.9,0.9,0.9,1.4,1.6,11.3,NaN,21.7
64,32,24.8,2.4,5.6,1.3,1.6,7.3,0.7,0.5,0.4,0.9,6,NaN,9.2
23,25,5.9,0.8,1.5,0.3,0.6,1.5,0.2,0.2,0.2,0.1,2,NaN,0
61,35,25.3,3.7,8.9,1.6,1.9,3.4,2.3,0.9,0.4,1.4,10.1,NaN,16.2
49,31,15.4,1.5,4,0.4,0.6,2.9,1.1,0.4,0.3,0.7,4.5,NaN,2.3
33,26,14.2,2.2,4.8,1.2,1.6,1.4,0.9,0.3,0.1,1.1,5.9,NaN,0
28,29,12.8,1.2,3.4,0.5,0.8,0.9,2.1,0.6,0,1.2,3,NaN,0
51,24,19.1,2.4,5.9,0.6,0.8,1.9,0.6,0.5,0.2,0.5,6.1,NaN,8.7
65,24,22.6,2.4,6.1,0.4,0.5,2.7,0.9,0.5,0.7,0.9,6,NaN,8
66,25,33.8,4.8,11.6,2.2,2.6,3.4,1.7,1.5,0.2,1.1,13.7,NaN,16.1
36,29,14.3,2.1,5.4,1.4,1.8,1.6,1.8,0.6,0.1,1.5,5.7,NaN,12.7
53,30,17.4,2.9,6.1,0.9,1.1,1.5,0.8,0.4,0.1,0.6,7.6,NaN,6.3
8,25,26.8,3.9,9.9,1.3,1.5,5.1,2.1,0.8,0.8,2.3,9.4,NaN,15.9
45,21,16.9,2,5.1,1.2,1.9,2.4,0.8,0.6,0.2,0.8,5.3,NaN,4.4
2,24,19.4,2,7.5,1,1.5,2,1.5,0,0,1.5,5.5,NaN,0
30,24,6.8,1,2.7,0.5,0.7,1.6,0.2,0.2,0.3,0.5,2.6,NaN,0
28,30,26.2,4.7,10.2,2.1,3.1,8,1.7,0.8,0.1,1.4,11.6,NaN,23
58,28,28.3,2.9,5.8,2,2.7,7.9,1.4,0.9,0.5,1.4,7.8,NaN,13.2
57,26,22.4,2.8,7.2,0.9,1.1,2,3.6,0.6,0.1,1.1,7.7,NaN,1.6
53,28,18.8,2.7,6,0.8,1,1.5,2.2,0.6,0.2,1.3,7.1,NaN,11.7
42,28,12.2,1.1,2.1,0.5,1,3.2,0.8,0.2,0.1,0.9,2.8,NaN,5.5
10,33,11.9,2,5.7,0.3,0.4,2.7,1,0.4,0.1,0.7,5.1,NaN,7.3
74,27,37.2,7.8,14.3,1.8,2.8,10.2,3.2,1.1,1.1,2,17.4,NaN,27
78,28,33.1,7.8,15.8,2.1,2.8,9.2,2.1,1,1.1,1.3,17.8,NaN,28.1
76,22,27.2,3,6.2,1.3,1.8,7.7,1.4,1.2,0.7,1.5,7.3,NaN,13.6
65,30,23,3.6,9.5,1.9,2.3,2.3,1.6,0.7,0.1,1.2,10.7,NaN,8
64,21,17.8,2.5,6.1,1.4,2,2.3,1.4,0.5,0.2,1.2,7,NaN,16
77,24,23.9,3.1,8.2,1.4,1.9,2.3,3.7,0.7,0.4,1.9,8.6,NaN,4.9
82,26,31,3.7,9.1,2,2.5,3.9,1.6,1.3,0.4,1.6,10.3,NaN,6.1
29,30,23.5,5.3,9.2,3.6,4.5,5,0.4,0.3,0.7,1.7,14.2,NaN,15
81,26,28.7,4.1,7.5,1.7,2.3,7.5,1.5,1,1.4,1.4,10,NaN,17.7
25,30,36,5.5,11.6,3.1,4.1,14.4,3.4,1.5,0.6,1.8,14.1,NaN,18.8
82,26,19,4.2,8.2,1.8,2.6,5.1,1,1,0.7,1.5,10.3,NaN,15.6
60,19,20.7,3.5,5.7,1,2.7,7.6,0.5,1,1.6,1,7.9,NaN,25.5
80,29,34.7,5,11,1.9,3.4,5.3,5.4,1.7,0.7,2.6,13,NaN,17
82,37,26.2,3.7,7.7,2,2.4,2.9,5.9,0.9,0.1,2.1,9.6,NaN,9.9
35,27,28.6,4.9,12.2,1.9,2.2,3.7,1.1,0.6,0.7,1.5,12.7,NaN,15.5
64,32,31.8,4.4,8.8,2.9,3.9,5.7,2.8,1.5,1,1.9,12.4,NaN,9.4
32,28,24.6,2.6,5.8,0.6,1.2,7.7,2.1,0.6,1.7,1.1,5.8,NaN,20.3
1,24,6.2,0,2,0,0,1,0,0,0,0,0,NaN,0
75,23,16.7,3.4,6.5,1,1.3,3.4,0.6,0.3,0.4,1.1,7.8,NaN,7.3
53,27,9.3,0.2,0.4,0.1,0.2,2.9,0.3,0.3,0.8,0.3,0.5,NaN,2.8
76,37,21.5,3.5,7.6,1.2,1.8,4.8,0.7,0.4,0.3,0.7,9.4,NaN,4.3
64,20,28.8,5.5,10.6,2.6,3.5,8.2,1,1.2,1.8,1.4,13.5,NaN,29.6
41,27,9.3,1.6,3.5,0.5,0.5,0.7,0.3,0.3,0,0.2,4,NaN,8.4
39,23,8.4,1.4,2.9,0.8,1.2,2.4,0.3,0.5,0.5,0.9,3.7,NaN,7.4
62,28,15.5,1.3,3.5,0.7,0.8,2.5,0.5,0.2,0.2,0.6,4.1,NaN,7.4
47,22,11.5,1.7,2.9,0.4,0.6,3.1,0.2,0.4,0.2,0.4,3.7,NaN,5.8
16,26,8.8,1.1,2.3,0.4,0.8,2,0.3,0.1,0.4,0.7,2.7,NaN,5.5
64,27,36,6.2,14.1,3,3.5,3.7,3.2,0.6,0.2,2.2,16.5,NaN,19.4
55,25,12.3,1.6,3.8,0.5,0.6,2.2,0.8,0.3,0.4,0.5,4.5,NaN,3
61,20,23.2,2.4,6.4,1,1.8,1.8,2.1,0.4,0.1,1.2,6.2,NaN,8.8
50,22,28.7,3.8,9.6,0.7,1,2.2,2.1,1.3,0.4,1.4,9.2,NaN,14.8
75,30,20.8,4.1,10.1,1.4,1.7,1.7,1.9,0.5,0.2,1.8,11.2,NaN,5.5
28,25,7.2,0.5,1.6,0.8,1,0.6,0.8,0.3,0.1,0.6,2,NaN,0
66,30,22.1,3.2,7.2,1.3,1.6,2.1,4.6,0.6,0,1.6,8.2,NaN,8.4
46,28,9.9,1.2,2.2,0.5,0.9,2.8,0.1,0.3,0.8,0.4,2.8,NaN,2.6
80,20,27.3,2,4.3,0.9,1.8,7.3,0.4,0.4,1.8,1,4.8,NaN,8.2
80,24,32.5,7.2,13.4,3.5,5.3,8.3,3.7,1.2,0.6,2.3,18,NaN,31.6
75,31,22.8,2.4,4.4,0.6,0.9,3.4,2.4,0.7,0.4,1.1,5.8,NaN,14.7
56,20,31.2,5,12.3,2.2,2.8,3.8,2.4,0.9,0.5,1.6,13.9,NaN,17.5
64,25,17.9,3.8,6.3,0.9,1.5,4.1,0.6,0.4,1.2,0.5,8.5,NaN,13.6
81,28,27.6,3.5,7.3,1.6,1.9,5.2,1,0.5,0.8,1,8.7,NaN,15.5
80,23,36.2,6.2,15.6,2.9,3.5,3.1,6.5,1.6,0.1,2.5,17.5,NaN,20.3
75,21,31.5,4.8,11.7,2.2,3,3.3,4,0.8,0.1,2.7,13.3,NaN,20.5
5,28,24.4,2.2,7,1.4,2,2.8,4.6,0.6,0,1.4,5.8,NaN,0
2,27,12.7,3,4.5,1,1.5,0.5,1,0,0,1.5,7,NaN,3.1
61,33,19.1,1.5,3.5,0.5,1.1,4.8,0.5,0.3,0.8,0.8,3.5,NaN,0
78,27,17,2.7,6.6,0.9,1,1.2,2.8,0.5,0,0.9,7.1,NaN,11.8
74,25,30.5,7.7,14.8,4,5.3,6.9,0.9,0.4,2.1,1.8,19.4,NaN,24.5
53,24,26.9,4.1,10.6,1.2,1.9,6.4,1.5,0.6,0.6,1.4,10.6,NaN,5.5
80,29,19,2.4,5.7,0.9,1.1,1.8,2,0.8,0.2,0.9,6.8,NaN,8.6
65,26,21,3.9,9.4,1.4,1.6,2.7,1,0.8,0.3,1.1,11.2,NaN,10.2
81,29,23.2,4,7.4,2.8,3.4,6,0.8,0.4,0.4,1.4,10.8,NaN,6.6
79,31,32.2,6.9,14.4,2.4,3.3,9.8,2.3,0.8,0.4,2.2,16.2,NaN,19
67,30,25.2,3.7,9.3,0.7,0.8,3.3,2,1,0.1,1.1,10.6,NaN,0
67,29,37,10,22.2,6.3,7.6,6.9,2.6,0.8,0.5,2.6,28.7,NaN,30.4
78,33,24.1,3.9,9.2,1,1.2,2.9,1,0.7,0.1,0.9,10.4,NaN,12.2
41,28,16.9,2.3,6.1,0.5,0.7,2.4,0.5,0.5,0.1,0.8,6.6,NaN,6.3
76,24,36.3,6,12.4,1.5,2,5.3,3.5,1,0.4,1.9,15.5,NaN,21.8
59,24,7.5,0.8,2.1,0.2,0.4,0.5,0.7,0.3,0,0.4,1.9,NaN,0
69,28,15.8,2.5,6.7,0.4,0.7,3.5,0.8,0.4,0.6,0.6,6.8,NaN,4.3
23,25,22.1,3.4,8.3,1.4,1.8,3.1,1.1,0.6,0.3,1,9.4,NaN,7.1
22,36,19,2.4,6,2,2.2,1.5,2.2,0.5,0,1.2,8.4,NaN,6.3
42,34,14.9,1.7,2.9,1.5,2.2,4.1,0.4,0.4,1,0.6,4.9,NaN,12.6
74,29,33.2,6.6,12.3,3.3,4.1,6.8,1.7,0.9,1.4,1.7,16.6,NaN,21.1
56,29,15.4,3.3,6.8,1.1,1.5,2.1,0.5,0.3,0.2,0.9,8.7,NaN,3.9
6,26,10.5,0.8,2.3,1.2,1.7,0.8,0.7,0.3,0,0.2,2.8,NaN,8.8
46,30,17.8,1,2.7,0.1,0.3,1.5,2.9,0.4,0,0.9,2.9,NaN,0
30,27,9.5,1.6,2.5,0.7,1.1,2,0.3,0.2,0.9,0.4,3.9,NaN,0
8,23,12.8,1.4,3.1,0.1,0.3,1.4,0.3,0.5,0,0.4,3.6,NaN,7.4
66,31,20.7,4.7,9.3,1,1.3,5.6,0.8,0.4,0.8,1.6,10.5,NaN,16.2
70,28,33.4,5.9,12.2,4.1,4.6,3.7,9.7,2.4,0.1,2.3,16.9,NaN,30.7
7,29,11.2,0.6,2.3,0.3,0.3,0.3,1.3,0.4,0,0.9,1.4,NaN,0
57,23,16.2,1.6,4.2,0.7,1.2,3.2,0.6,0.7,0.4,0.8,4.1,NaN,4.6
61,30,13.6,1.8,2.5,0.6,1,3,0.4,0.5,0.5,0.6,4.2,NaN,0
3,23,1.5,0.3,0.7,0,0,0,0,0,0,0.3,0.7,NaN,0
74,30,16.3,1.1,2.6,0.4,0.6,4,1.5,0.4,0.2,0.6,2.7,NaN,6.2
45,24,8.6,1,1.8,0.3,0.4,2.7,0.2,0.1,0.5,0.5,2.2,NaN,5.6
82,27,24.4,4.6,10.8,1.8,2.6,2.9,1.5,1.4,0.3,1.2,12.1,NaN,14.1
18,33,14.3,1.5,4.2,2,2.7,1.4,1.1,0.3,0.1,0.9,5.3,NaN,0
6,24,5.4,1,3.2,0.2,0.3,0.5,0.8,0.5,0,0,2.3,NaN,0
28,21,13.9,1.8,3.9,0.6,0.8,1.9,1.9,0.5,0.1,0.8,4.5,NaN,7.4
78,27,24.9,3.2,6.8,0.8,0.9,2.4,1.8,1.1,0.3,1.1,7.8,NaN,11.4
76,25,16.1,1.4,3.9,1.1,1.3,1.2,2.2,0.4,0,0.9,4.7,NaN,15.6
12,26,7.2,1,1.9,0.4,0.8,1.1,0.3,0.1,0.5,0.2,2.4,NaN,1
2,25,3.3,0.5,2,0,0,1,0.5,0,0,0,1,NaN,0
49,26,9,1,3.4,0.2,0.2,1.2,0.4,0.2,0.1,0.3,2.8,NaN,0
78,32,13,1.1,2.8,1.1,1.4,1.3,0.6,0.3,0.1,0.5,3.4,NaN,0
82,22,38.6,6.7,15.7,3.3,3.9,3.1,6.5,0.9,0.2,3,19,NaN,23.3
61,33,18,2.4,5.2,1.3,1.8,1.7,1.5,0.6,0.3,0.8,6.4,NaN,0
2,25,0.2,0,0,0,0,0.5,0,0,0,0,0,NaN,3.2
46,27,20,1.8,5.4,0.6,0.8,1.3,1.8,0.7,0.1,0.7,5.4,NaN,0
13,22,8,0.9,2,0.7,1.3,2,0.3,0.3,0.2,0.3,2.5,NaN,6.7
71,24,32.5,5.1,12.3,4,4.9,5.2,2.5,0.9,0.5,1.6,16.2,NaN,0
5,30,14.7,2,7,1,1.6,1.8,0.6,0.4,0.2,0.8,5.4,NaN,9.6
80,26,27.5,3.7,8.3,0.8,1,3.1,1.8,1.2,0.7,1.2,10.5,NaN,12.5
80,26,25.1,3.9,8.4,0.8,1.3,5.1,0.8,1.1,0.5,0.7,8.7,NaN,9.7
4,23,1.4,0,1,0,0,1,0.3,0,0,0,0,NaN,-1
52,23,13.3,0.8,2.1,0.2,0.2,1.5,0.8,0.3,0.2,0.4,2.3,NaN,5.6
48,22,14.2,1.5,3.9,0.5,0.8,1.2,1.6,0.4,0,0.9,4,NaN,5.6
1,28,4.5,0,1,0,0,1,0,0,0,2,0,NaN,0
59,25,16.4,2.7,6.1,0.6,0.8,2.9,0.6,0.4,0.6,0.7,6.1,NaN,8.2
81,25,29.3,4.2,8.9,3,3.4,2.7,5.1,1.2,0.1,2.1,12,NaN,15.4
79,30,36.8,7.6,14.7,3.2,4.1,11.2,3.5,0.8,0.3,2.6,18.5,NaN,25.2
73,32,33.4,6.9,13.8,3.3,4.3,7.7,2.9,1,0.9,2.2,17.1,NaN,20.2
82,24,24.5,3.8,6,1.2,3,7.2,0.3,0.6,1.4,1.2,8.8,NaN,25.2
39,25,7.4,0.5,1.2,0.2,0.5,1.4,0.4,0.5,0.1,0.4,1.5,NaN,3
61,24,14,2.3,4.4,0.7,1.1,3.8,0.7,0.6,0.2,0.8,5.4,NaN,11.1
82,23,36.7,6.7,15,4.3,5.2,3.9,2.5,0.9,0.3,1.8,18.1,NaN,23.1
75,22,30.5,6.4,13.8,4.2,5.6,9.9,2.7,1.4,0.7,3,17.1,NaN,33
66,26,16.8,2.3,4.9,1.1,1.5,2.8,0.9,0.9,0.4,0.5,6,NaN,16.2
63,23,12.7,1.5,3.5,0.5,0.8,1.7,0.3,0.3,0.3,0.5,3.7,NaN,0
22,31,10.3,0.4,1.2,0,0,2.3,0.6,0.2,0.7,0.4,0.7,NaN,0
56,32,20.7,1.8,4.7,0.2,0.4,2.2,0.9,0.5,0.1,0.4,5.1,NaN,0
33,38,17.4,1.7,4.9,1.1,1.2,1.1,1.4,0.6,0.1,0.9,5.3,NaN,6.8
78,29,36.4,6.3,14.4,4.1,4.7,3,7.7,1,0.4,2.8,18.9,NaN,20.1
77,21,23.2,3.6,7.4,2.3,3.4,7.1,1,0.9,1.7,1.7,9.4,NaN,21.4
78,22,24.6,4.3,10.1,2.5,3.5,5.5,0.6,0.6,0.5,1.3,12,NaN,10.2
19,23,10.3,1.3,3.8,0.6,0.7,2.2,0.5,0.2,0.1,0.6,3.4,NaN,0
58,30,24.5,3.3,7.6,1.9,2.7,2,3.4,1.1,0.2,1.5,9.9,NaN,12.2
11,25,2.9,0.4,1,0,0.3,1.1,0,0,0,0.3,0.7,NaN,0
19,24,7.9,0.8,2.6,0.3,0.5,0.8,1.6,0.5,0,0.8,2.1,NaN,5.9
61,21,28.8,5.5,13.4,2.6,3.5,2.4,3,1,0.3,2,14.7,NaN,15.9
53,35,31.3,6.5,13.7,3.1,3.6,6.8,2.5,0.7,0.7,1.3,17.3,NaN,25.1
26,27,14.9,0.9,2.2,0.1,0.4,3,0.8,0.5,0.4,0.5,2,NaN,0
29,24,11.6,1.4,3.8,1.2,1.8,1.6,2.9,0.5,0.1,1.3,4,NaN,0
23,25,11.4,1.2,3.4,0.9,1.1,1.2,1.7,0.2,0,0.6,3.5,NaN,3.3
44,22,12.2,2.2,4.8,0.7,1.2,2.1,0.7,0.2,0.2,0.8,5.7,NaN,7.9
79,27,22.6,3,7.6,1.5,1.8,3.8,1.9,0.8,0.4,0.8,9.2,NaN,7
47,21,12.3,1.3,3.5,0.4,0.7,1,0.7,0.3,0,0.6,3.3,NaN,4.1
79,23,13.4,1.1,3.3,0.6,0.7,3.3,0.7,0.5,0.3,0.6,2.9,NaN,12.5
16,31,9.5,1.3,3.8,0.7,1,1.9,0.4,0.3,0.4,0.6,3.3,NaN,12.5
76,27,35.8,6.2,10.7,4.7,9.5,12.4,1.4,1.1,2.4,3,17.1,NaN,29.5
69,31,34.6,8.2,15.8,4.5,6.2,5,5.1,1.9,0.8,2.8,21.2,NaN,25.5
75,24,22.4,3.2,8,0.6,0.8,2.2,2.7,0.7,0.3,1.4,7.8,NaN,7.6
12,31,13.2,1.5,4.3,0.3,0.6,5.1,0.4,0.4,0.5,0.9,3.3,NaN,0
59,25,23.1,2.9,6.5,0.9,1.3,5.5,1.1,0.6,0.7,1.1,7.3,NaN,5.8
48,34,17.3,0.8,2.5,0.4,0.5,1.8,4,0.8,0.2,1.4,2,NaN,2.9
81,24,20.1,3.2,6,1.3,2.1,5.7,0.8,0.5,1,0.8,7.7,NaN,9
2,30,12.4,2,4,0.5,2,2,0,0,0,1.5,4.5,NaN,0
76,26,17.3,1.5,3.5,1.2,1.6,3.3,0.6,0.5,1.1,0.6,4.3,NaN,7.5
72,34,21.2,3.1,6.6,0.9,1.3,6,1,0.7,1.3,0.8,7.2,NaN,11.7
79,30,26,4.2,8.7,1.4,2.4,8.8,1.2,0.6,1,1.4,9.7,NaN,0
70,21,15.4,2.9,5.4,1.3,1.7,4.3,0.4,0.4,0.5,1.4,7.2,NaN,17.3
76,23,20.4,3.3,7.5,1.4,1.8,3,3.1,1.4,0.7,1.8,8.5,NaN,25.1
42,24,30.1,5.6,13.9,4.5,5.3,1.8,3.3,1.1,0.2,2.8,17,NaN,16.8
64,26,15,1.7,4.4,0.7,1,0.7,2.8,0.3,0,1.2,4.5,NaN,4.5
73,26,27.6,5.1,11,1.7,2.2,7.1,1.6,0.9,0.5,1,13.2,NaN,14.2
38,20,11.3,2,4,0.8,1,0.9,1.2,0.5,0,0.8,5.3,NaN,9.8
82,24,35.3,5.4,12.8,1.9,2.5,6.3,4.3,0.9,0.2,2.3,13.3,NaN,17.6
6,23,6,0.5,1,0.2,0.7,0.5,0,0.3,0.3,0.2,1.2,NaN,0
78,23,14.4,0.9,2.2,0.6,1,4,0.3,0.3,0.9,0.8,2.4,NaN,0
58,31,17.7,2,5.2,0.3,0.4,1.6,1.1,0.8,0.7,0.6,5.5,NaN,7.4
51,27,22.7,2.1,5.1,0.5,0.7,2.4,2.3,1,0.3,1.2,5.1,NaN,3.5
68,28,21.8,3.6,8.8,0.9,1.1,2.1,1.9,0.4,0,1,9.5,NaN,9.9
76,27,34.5,5.1,11.5,2.3,2.8,3.7,4.7,1.1,0.3,1.5,14.2,NaN,15
60,27,18,2.6,7.1,0.9,1.1,2.4,0.8,0.3,0.4,0.9,7,NaN,16.5
68,25,31.4,5.6,12.6,3.8,4.6,3.7,2.6,1,0.5,1.6,15.5,NaN,15.4
69,30,30.1,2.6,6.6,1.8,2.8,4.6,2.6,1.4,0.7,1.6,7.7,NaN,11.5
34,27,31.3,6.3,14.1,2.5,3.4,7.2,2.1,0.9,0.6,1.9,15.1,NaN,12.8
77,27,33.5,5.2,11.8,3.2,4.2,3.1,7.4,1.6,0.3,2.8,14.7,NaN,25.4
72,23,29.2,4.7,10.7,3.4,4.1,3.1,3,0.8,0.5,1.7,14.1,NaN,22.4
29,40,15.1,1.3,3.4,0.5,0.8,1.7,0.9,0.4,0.2,0.9,3.2,NaN,0
81,23,33.2,6.3,13.1,3.3,4.8,9.6,3.5,1.3,0.7,2.9,16,NaN,22.5
70,22,15.9,2.4,3.9,1.2,1.9,4.6,0.4,0.3,0.6,0.6,6,NaN,5.5
76,27,15.9,1.7,3.7,0.7,0.9,3.4,0.4,0.6,1.2,0.8,4,NaN,8.9
78,26,34.4,5.6,13,1.6,2,4.3,9,0.8,0.1,3.2,13.9,NaN,13
55,28,13.4,1.7,3,0.4,0.9,3.6,1.3,0.4,0.3,0.9,3.7,NaN,10.3
28,30,17.5,2.4,5.9,2.1,3.1,3.2,0.9,0.5,0.2,1,6.9,NaN,0
30,28,10.7,1.2,2.7,0.5,0.9,3.7,0.4,0.2,0.9,1,2.8,NaN,0
81,21,25.4,3.4,7.8,1.8,2.3,4.1,1.2,0.6,0.2,1.2,9.2,NaN,11.2
66,26,11.7,1,1.6,0.5,0.8,3,0.2,0.5,0.9,0.6,2.4,NaN,3.5
11,34,17.2,1.3,4.8,0.3,0.5,2.4,2.1,0.6,0.1,1.1,2.9,NaN,5.4
2,23,2.4,1,1.5,0,0,1,0,0,0,0.5,2,NaN,12
80,26,16.5,1.9,4.1,1.3,2.1,3.9,0.3,0.5,0.8,1.2,5,NaN,7.4
45,23,22.1,2.4,6.1,0.8,1,3,1.7,1,0.2,0.8,6.8,NaN,10.8
79,24,26.9,4.6,10.5,3.2,3.6,2,4,0.8,0,1.8,13.9,NaN,24.8
52,24,9.9,1.1,3.1,0.1,0.1,1.2,1.7,0.4,0.2,0.7,2.4,NaN,7.4
69,29,15,2.7,5.2,1.2,1.9,3.9,0.7,0.8,0.2,1,6.6,NaN,0
74,29,23.1,4.3,10.2,1.4,1.8,2.8,4,0.4,0,2,11.3,NaN,10.7
80,24,29,5.2,9.3,2.3,3.4,10.4,1.1,0.6,0.6,1.8,12.7,NaN,18.9
78,29,30.5,4.9,11.3,2.2,2.4,2.2,3.8,0.5,0.1,1.8,14.1,NaN,15.2
80,27,33.5,6.6,15.6,3,3.9,5.3,2.7,1.3,0.3,1.7,18.1,NaN,15.8
79,25,18.1,3.8,6.7,1.4,2.4,4.8,0.3,0.4,2,1.1,9.1,NaN,9.8
78,22,17.3,1.8,4.7,0.6,0.9,2.4,1.2,0.8,0.2,0.6,5,NaN,7.1
66,35,18.5,1.3,3.5,0.3,0.4,1.7,4.4,1,0.2,1.6,3.5,NaN,4.8
76,33,29.3,5.9,13.4,2.8,3.3,1.7,2.5,1,0.2,1.9,16.5,NaN,17.9
56,31,35.3,5.5,13.9,1.6,1.8,3.7,7.4,1.3,0.1,2.8,14.7,NaN,18.8
39,24,10.3,1.3,3.2,0.6,0.7,1.8,1.1,0.4,0.1,0.6,3.8,NaN,12.9
78,23,38.3,7.5,17.1,8.6,10.2,4.9,5.8,1.8,0.5,3.8,25.9,NaN,31.6
54,26,16.3,2.2,5.2,0.7,1.2,2.7,1.1,0.8,0.9,1.3,5.1,NaN,12.4
38,32,5.8,0.6,1.6,0.1,0.1,0.6,0.3,0.1,0.2,0.1,1.6,NaN,5
57,30,7.6,0.9,2,0.2,0.3,0.8,0.5,0.2,0.1,0.3,2.2,NaN,0
51,23,11.8,1.1,2.2,0.2,0.8,2.4,0.5,0.3,0.3,0.5,2.5,NaN,7.6
32,33,15.9,2.4,6.6,0.4,0.4,1.1,2.1,0.6,0.1,1.3,6.5,NaN,6.2
8,22,3.2,0.8,1.8,0.3,0.3,0.4,0.1,0.1,0,0.3,2,NaN,2.1
79,27,27.5,4,8.5,1.6,2.1,3.1,2.6,0.9,0.1,1.3,10.9,NaN,8.3
38,31,9.2,0.4,1.4,0.3,0.6,1.6,0.4,0.2,0.2,0.4,1.2,NaN,0
45,21,19.8,2.5,5,1,1.4,5.9,0.8,0.5,0.5,0.6,6,NaN,18.2
79,29,29.7,4.9,10.8,2.1,2.5,3.1,5.6,0.8,0.1,2,12.9,NaN,13.5
13,25,4.5,0.2,0.5,0.2,0.3,0.7,0.2,0.1,0.2,0.5,0.6,NaN,7.3
38,34,10.1,0.2,0.8,0.6,0.8,1.6,0.2,0.3,0.3,0.5,1.1,NaN,2.3
76,40,26.9,2,5.4,0.5,0.6,4.3,3.3,1.6,0.3,1,6,NaN,0
72,30,24.8,2.8,6.3,1.3,2,5.7,0.8,0.4,1.3,1.1,6.9,NaN,5.1
33,32,28.4,4.1,10.2,0.6,1,3.8,1.5,1.2,0.5,0.8,10.5,NaN,0
51,27,17.2,3.3,6.7,1.7,2,3.6,0.7,0.3,0.9,1.1,8.2,NaN,13.5
79,35,26.9,3.6,8.2,1.4,1.7,2,2.5,0.8,0.1,1.3,10.1,NaN,5.4
82,26,27.9,4.6,9.1,1.7,2.5,6.7,1,0.6,0.7,1.2,10.9,NaN,12.7
52,27,13.7,1.4,3.2,1.3,1.9,3.8,0.7,0.3,0.5,0.6,4,NaN,11.9
37,26,10,1.6,3.4,0.6,0.6,2.8,0.4,0.2,0.3,0.6,3.9,NaN,7.8
81,26,27.8,4.6,10,2.6,3.3,3.9,1.6,0.7,0.8,1.6,12.8,NaN,17.2
80,25,32.9,5.5,12.2,2.5,2.8,2.3,7.2,1.5,0.4,2.9,14.6,NaN,22
77,24,19.6,2.2,5.2,1,1.3,1.9,0.8,0.6,0.2,0.6,6.1,NaN,6.8
37,25,5.8,0.7,1.2,0.6,0.9,1.6,0.3,0.2,0.4,0.2,2,NaN,10.6
23,21,6.4,1,3,0.6,0.6,0.8,0.2,0.1,0.1,0.3,3.1,NaN,9.7
82,24,32.2,4.8,10.9,2.6,3.4,3,6.1,1.6,0.4,2.9,13.4,NaN,17.3
39,27,16.8,2.5,6.4,1.1,1.6,1.3,2.4,0.3,0.1,1.3,6.8,NaN,0
21,22,3.3,0.4,1.1,0.2,0.3,1,0,0,0.1,0.3,1,NaN,5.8
55,34,18.7,3.3,6.7,1.7,2.1,5.3,0.8,0.3,1.4,1.3,8.3,NaN,12.9
37,38,14.7,1.8,4.6,0.5,0.6,0.9,0.9,0.2,0.1,0.6,4.9,NaN,0
80,24,22.1,3.3,7.8,1.3,1.5,2.2,3.3,0.7,0.2,1.5,8.7,NaN,10.6
69,24,14,2.5,5.9,1.2,1.4,1,1.3,0.4,0,1,7.2,NaN,6.8
82,23,26,2.9,6.2,2.3,2.8,4,1.4,1,0.4,0.8,8.6,NaN,17.2
