@RELATION players

@ATTRIBUTE gp numeric
@ATTRIBUTE age numeric
@ATTRIBUTE min numeric
@ATTRIBUTE fgm numeric
@ATTRIBUTE fga numeric
@ATTRIBUTE ftm numeric
@ATTRIBUTE fta numeric
@ATTRIBUTE reb numeric
@ATTRIBUTE ast numeric
@ATTRIBUTE stl numeric
@ATTRIBUTE blk numeric
@ATTRIBUTE tov numeric
@ATTRIBUTE pts numeric
@ATTRIBUTE season {"2010-11","2011-12","2012-13","2013-14","2014-15","2015-16","2016-17","2017-18","2018-19"}
@ATTRIBUTE seasonExp numeric
@ATTRIBUTE draftNumber numeric
@ATTRIBUTE fG3M numeric
@ATTRIBUTE fG3A numeric
@ATTRIBUTE teamAbbreviation string
@ATTRIBUTE oreb numeric
@ATTRIBUTE dreb numeric
@ATTRIBUTE blka numeric
@ATTRIBUTE pf numeric
@ATTRIBUTE pfd numeric
@ATTRIBUTE plusMinus numeric
@ATTRIBUTE dD2 numeric
@ATTRIBUTE tD3 numeric
@ATTRIBUTE height numeric
@ATTRIBUTE weight numeric
@ATTRIBUTE numPosition numeric
@ATTRIBUTE numSeason numeric
@ATTRIBUTE school string
@ATTRIBUTE post_reb numeric
@ATTRIBUTE post_gp numeric
@ATTRIBUTE post_fgm numeric
@ATTRIBUTE post_fga numeric
@ATTRIBUTE post_ftm numeric
@ATTRIBUTE post_fta numeric
@ATTRIBUTE post_ast numeric
@ATTRIBUTE post_stl numeric
@ATTRIBUTE post_blk numeric
@ATTRIBUTE post_tov numeric
@ATTRIBUTE post_pts numeric
@ATTRIBUTE fppg numeric

@DATA
1.0910761332471859,0.4796303690937569,0.2880018133838399,0.06973318919980633,-0.3216170574428207,-0.37709248839376835,-0.2185816869278853,1.1765589080425476,-0.05633999327226087,0.14749917726949463,1.5965690495600204,0.06766517663661253,-0.1494936385784786,"2015-16",1.2124850871197967,2.343754826938838,-0.7859296031991408,-0.7443365430895456,"PHI",1.7452383092310693,0.8256772477722332,-0.3584419193931443,1.3015382588015434,-0.10778978837790047,0.6960671534092533,0.42341012498122454,-0.11200095687570985,0.5425799632529205,0.6487800903060051,1.444317224392023,0.6133700206563135,"No College",1.230064694508545,0.8984928849566381,0.013258165365131386,-0.3324009405722011,-0.3161128802481614,-0.10099496851179833,-0.027086817520975234,-0.015737953835488115,1.3350515268151546,0.14625482801192224,-0.16548500927333487,10.9
0.48439505106346875,0.011889666882026858,1.098534137968769,0.40487010575628124,0.19827267221332162,0.7565839824807424,0.8143500653227924,2.5709120768959863,0.394031278372939,-0.08522041227419104,2.2836753431012324,0.32372236361598167,0.3571823065070727,"2011-12",-0.1935138293657532,-0.5552770178342609,-0.9284147352472679,-1.0173679804685676,"MEM",3.604001052686056,1.9015198699690423,1.9433424233007557,1.0333617904073187,0.8145924640277626,1.6458186108584665,2.1892804161715866,0.7755321881005183,0.607518957820124,0.5376001586790174,1.8795893697115977,-1.1250163973675709,"Florida",2.412800274086547,1.2020024969639875,0.5920104012997014,0.3866504332129971,0.6949786682137663,0.7649635127905003,0.45414230170674175,-0.015737953835488115,2.6282210472272842,0.26539240601196423,0.4893239470568733,21.8
0.07994099627432401,2.584463529046542,0.04270913620682171,-0.07389691789582596,-0.05037024197005093,-0.5282493511770365,-0.5831458347810656,1.258579682680985,-0.16893281118356082,0.38021876681318056,0.6804273248384033,0.19569377012629727,-0.28926631308483763,"2013-14",3.08715030910053,-0.8020031322830352,-0.9284147352472679,-0.9627616929927632,"MIN",0.25822811446708005,1.6184033904435664,-0.6872682540637014,0.7651853220130943,-0.33838535147931625,-0.05016613458655705,-0.12842434101576364,-0.11200095687570985,0.607518957820124,0.6487800903060051,0.573772933752874,-0.2558231883556286,"Farragut Career Academy",0.9248426094561574,-0.9225647870874578,-0.3428970567484501,-0.4592923594754713,-0.6772170046988499,-0.5051089264528711,-0.24096642606662713,-0.42919267324238014,0.4729385132070682,0.14625482801192224,-0.49288948743843897,11.8
-0.12228603112024837,-0.22198068422383815,-0.20258354097019649,-0.07389691789582596,-0.09557804454884576,0.0007996685644018636,-0.03629961300129509,0.11028883774285912,-0.5067112649174607,0.38021876681318056,-0.4647498310636175,-0.3164206038324412,-0.07960730132529906,"2012-13",-0.4278469821133449,1.295168840531547,-0.21598907500663206,-0.08906109337989268,"GSW",0.6299806631580772,-0.1369187826143852,-0.029615584722587046,0.09474415102753393,-0.10778978837790047,-0.4572024734933627,-0.45952502061395656,-0.11200095687570985,0.5750494605365223,0.5487181518417162,0.573772933752874,-0.6904197928615997," ",0.4288567212460275,0.8984928849566381,0.32489398471451536,0.17516473504088,0.26165371887294014,0.2453884240091212,-0.24096642606662713,0.3977167655714041,-0.38917450040101803,0.027117250011880534,0.3092514840660661,5.3
0.4035042401056398,-0.6897213864355682,1.5997843913305019,0.8357604270431778,0.9442014147634389,0.6054271196974745,0.3890252261607486,-0.4228461974069849,2.6458876365989386,3.6382930204247814,-0.4647498310636175,1.0918939245540895,0.7939719143394446,"2011-12",-0.1935138293657532,-0.8636846608952288,0.49643658523400386,0.4023954939023471,"UTA",-0.6091944991452473,-0.2501653744245755,0.628037084618527,0.49700885361887037,0.35340133782493105,1.5440595261317651,0.42341012498122454,-0.11200095687570985,0.28282398498410616,-0.07388946526941456,-0.7320435022058498,-1.1250163973675709,"Ohio State",-0.3723512520164901,1.2020024969639875,0.7255686095922944,0.830770399374443,0.4060953686532155,0.30311898942927423,2.432528680754022,2.6717177223093103,-0.38917450040101803,0.62280514001209,0.7021368578641908,16.4
0.7270674839369556,-1.1574620886472982,-0.533195410208786,-0.5047872391827224,-0.5024482677580008,-0.45267091978540236,-0.15782099561902185,0.3973615489773907,-0.6193040828287607,-0.08522041227419104,-0.006678968702809102,0.19569377012629727,-0.5862832464108505,"2012-13",-1.1308464403561198,-0.8020031322830352,-0.9284147352472679,-1.0173679804685676,"POR",1.0017332118490747,0.08957440100599558,0.29921074994797003,0.09474415102753393,-0.26152016377884424,-0.5928812531289647,-0.12842434101576364,-0.11200095687570985,0.5750494605365223,0.6154261108179089,0.573772933752874,-0.6904197928615997,"Kansas",0.3143984393513822,0.19030379027282304,-0.5209746678052409,-0.5227380689271066,-0.3883337051382991,0.0721967277486613,-0.6152557410215181,0.3977167655714041,-0.1736462469989965,0.14625482801192224,-0.574740606979715,6.7
-2.0232200886292286,-0.45585103532970317,-0.6718390973088396,-0.5047872391827224,-0.9771301948353481,-1.057298370918475,-0.2185816869278853,0.8074654221695785,-0.7318969007400606,-1.4815379495363052,5.9482422419877,-0.18839201034275663,-0.7260559209172095,"2016-17",-0.8965132876085282,1.5418949549803211,-0.9284147352472679,-1.0173679804685676,"ATL",1.373485760540072,0.4859374723416621,-1.3449209234048156,-0.30752055156380254,-0.49211572688026,1.8154170854029688,-0.45952502061395656,-0.11200095687570985,0.7373969469545312,0.9267299193734743,1.8795893697115977,1.0479666251622846,?,2.527258555981193,-1.7319237524403894,0.013258165365131386,-0.5438866387443182,-0.9661003042594007,-0.4473783610327179,-0.4013761324758661,-1.2561021120561644,12.111464196916234,1.0993554520122573,-0.31281702444763176,0
-1.0120849516563668,-0.9235917375414332,-0.9064668754781614,-0.7920474533739867,-0.7284872806519757,-0.6038277825686705,-0.5223851434722022,-1.0380020071952667,-0.11263640222791078,-0.31794000181787674,-0.922820693424426,-0.18839201034275663,-0.7260559209172095,"2013-14",-0.6621801348609365,1.418531897755934,-0.3584742070547592,-0.25287995580730593,"LAL",-0.7331120153755798,-1.0995148130010037,-0.6872682540637014,-0.7097852541551389,-0.49211572688026,-0.6946403378556659,-0.45952502061395656,-0.11200095687570985,0.3802324768349115,0.14847039798456071,-0.7320435022058498,-0.2558231883556286,"Michigan",-1.288017507173653,-1.8330936231095059,-1.3223239175607995,-1.3898294314327866,-0.9661003042594007,-1.0246840152342505,-0.9360751538399961,-1.2561021120561644,-0.8202310072050613,-1.2833961079885803,-1.295030458942944,1.9
0.8888491058526135,0.011889666882026858,1.631779088353591,3.181718842938503,3.18198764241379,4.535505552062446,4.156188087310278,0.6844342602119222,1.1821810037520388,1.0783775354442378,-0.4647498310636175,1.6040082985128277,3.3448232240804967,"2016-17",0.5094856288770218,-0.5552770178342609,-0.3584742070547592,-0.08906109337989268,"SAS",0.010393082006415021,0.9389238395824238,2.60099509264187,0.09474415102753393,2.966817719640976,0.7978262381359548,0.09230944538303165,-0.11200095687570985,0.4451714714021151,0.4264202270520298,-0.2967713568862752,1.0479666251622846,"USC",0.6196205244037698,0.5949832729492888,2.9515387478021795,2.9033302414611906,4.4504615625009265,4.171066872579542,1.3631306380257624,0.6044441252748501,-0.38917450040101803,1.8141809200125087,3.174040668010727,20.5
1.0910761332471859,0.011889666882026858,0.5866189855993402,-0.21752702499145804,-0.14078584712764078,-0.7549846453519387,-0.8869492913253826,0.315340774338953,-0.3378220380505108,0.14749917726949463,-0.006678968702809102,-0.4444491973221258,-0.21937997583165803,"2015-16",0.04081932338183847,-0.2468693747732929,0.9238919813783855,1.0030646561361956,"LAC",0.13431059823674746,0.4293141764365669,-1.0160945887342585,-0.17343231736669026,-0.7227112899816758,1.8493367803118692,-0.45952502061395656,-0.11200095687570985,0.5101104659693186,0.5931901244925113,0.573772933752874,0.6133700206563135,"Kentucky",0.4288567212460275,0.8984928849566381,0.013258165365131386,0.027124746320397998,-0.4605545300284369,-0.5051089264528711,-0.24096642606662713,-0.22246531353893412,0.4729385132070682,-0.33029548398824515,0.03095767762572748,9.1
